fips,date,zhvi
Sonoma County,2024-07-31,851656.8404968801
Tulare County,2024-07-31,352552.3533562319
Solano County,2024-07-31,607271.2272571705
Santa Barbara County,2024-07-31,1048298.1402496962
Monterey County,2024-07-31,881416.7519000465
Placer County,2024-07-31,705184.6019085542
San Luis Obispo County,2024-07-31,914885.0220278382
Merced County,2024-07-31,426436.6566428136
Santa Cruz County,2024-07-31,1198622.1129221956
Marin County,2024-07-31,1651041.5440675502
Butte County,2024-07-31,403414.72071802017
Yolo County,2024-07-31,643408.3427042266
El Dorado County,2024-07-31,667988.6570260476
Shasta County,2024-07-31,377410.3283320929
Imperial County,2024-07-31,343900.32316197123
Madera County,2024-07-31,411836.6459024313
Kings County,2024-07-31,349222.22746154154
Napa County,2024-07-31,959021.1831101768
Humboldt County,2024-07-31,462363.0031487548
Nevada County,2024-07-31,625273.8449832196
Sutter County,2024-07-31,445703.3642493992
Mendocino County,2024-07-31,530625.5088570644
Yuba County,2024-07-31,431422.0241336748
Lake County,2024-07-31,323599.8120734164
Tehama County,2024-07-31,318454.5221061076
San Benito County,2024-07-31,784594.1161388746
Tuolumne County,2024-07-31,405038.65063845325
Calaveras County,2024-07-31,456588.5886388337
Siskiyou County,2024-07-31,295058.970649706
Amador County,2024-07-31,437261.10466059
Lassen County,2024-07-31,231092.00635372556
Glenn County,2024-07-31,344717.81776304584
Del Norte County,2024-07-31,364519.8606849977
Colusa County,2024-07-31,372290.0922293356
Plumas County,2024-07-31,372553.3090276397
Inyo County,2024-07-31,502950.69249763625
Mariposa County,2024-07-31,412386.44934967626
Trinity County,2024-07-31,282444.41810093913
Mono County,2024-07-31,831836.5809727485
Modoc County,2024-07-31,181348.77356658212
Sierra County,2024-07-31,322406.4220581425
Alpine County,2024-07-31,574122.5316404138
Los Angeles County,2024-08-31,929805.873047761
San Diego County,2024-08-31,1030363.274079038
Orange County,2024-08-31,1257509.267779404
Riverside County,2024-08-31,634705.228636378
San Bernardino County,2024-08-31,559635.7292311592
Santa Clara County,2024-08-31,1820039.8963584283
Alameda County,2024-08-31,1245963.985588412
Sacramento County,2024-08-31,557021.1955943885
Contra Costa County,2024-08-31,878966.2395009631
Fresno County,2024-08-31,410966.87463531946
Kern County,2024-08-31,361407.7478440828
San Francisco County,2024-08-31,1436776.3009853046
Ventura County,2024-08-31,932146.3802290912
San Joaquin County,2024-08-31,563250.1112442602
San Mateo County,2024-08-31,1717183.8835506353
Stanislaus County,2024-08-31,472452.67580283433
Sonoma County,2024-08-31,850402.9621373179
Tulare County,2024-08-31,352935.4330413759
Solano County,2024-08-31,606023.1324229008
Santa Barbara County,2024-08-31,1050584.8171070197
Monterey County,2024-08-31,882176.1177893052
Placer County,2024-08-31,704633.7302438822
San Luis Obispo County,2024-08-31,915342.9771245784
Merced County,2024-08-31,427090.9969459564
Santa Cruz County,2024-08-31,1198808.7347599447
Marin County,2024-08-31,1648241.7233696384
Butte County,2024-08-31,402990.3032495208
Yolo County,2024-08-31,642821.5100830753
El Dorado County,2024-08-31,666632.4573477333
Shasta County,2024-08-31,377550.4886809999
Imperial County,2024-08-31,344718.7011703855
Madera County,2024-08-31,412535.0767013175
Kings County,2024-08-31,349142.6336051091
Napa County,2024-08-31,958221.4846366226
Humboldt County,2024-08-31,461401.55064904457
Nevada County,2024-08-31,625338.5513111664
Sutter County,2024-08-31,445979.6434974079
Mendocino County,2024-08-31,531028.2923250938
Yuba County,2024-08-31,431275.5194141804
Lake County,2024-08-31,323232.5063259565
Tehama County,2024-08-31,317662.9637735559
San Benito County,2024-08-31,783806.5971595094
Tuolumne County,2024-08-31,404622.5561321005
Calaveras County,2024-08-31,456010.7502165444
Siskiyou County,2024-08-31,294565.81372817565
Amador County,2024-08-31,436277.32290637697
Lassen County,2024-08-31,231066.0956814932
Glenn County,2024-08-31,344382.57751921035
Del Norte County,2024-08-31,364751.6836949895
Colusa County,2024-08-31,371906.4641801324
Plumas County,2024-08-31,372844.48078570544
Inyo County,2024-08-31,502047.914001988
Mariposa County,2024-08-31,412581.0074320202
Trinity County,2024-08-31,281304.90762058925
Mono County,2024-08-31,828470.4950698925
Modoc County,2024-08-31,180908.95578764757
Sierra County,2024-08-31,321938.4002987775
Alpine County,2024-08-31,575012.1273894783
Los Angeles County,2024-09-30,937160.828716021
San Diego County,2024-09-30,1029691.5717519708
Orange County,2024-09-30,1265374.0846984084
Riverside County,2024-09-30,635820.4434246601
San Bernardino County,2024-09-30,561565.2317959681
Santa Clara County,2024-09-30,1835272.9617605456
Alameda County,2024-09-30,1242475.993173706
Sacramento County,2024-09-30,557057.1694590026
Contra Costa County,2024-09-30,876325.9001710719
Fresno County,2024-09-30,411138.3938590032
Kern County,2024-09-30,362190.32584677247
San Francisco County,2024-09-30,1435985.5698575948
Ventura County,2024-09-30,933295.6317983404
San Joaquin County,2024-09-30,563334.230793906
San Mateo County,2024-09-30,1717801.512259425
Stanislaus County,2024-09-30,473077.0185949108
Sonoma County,2024-09-30,850104.9750855016
Tulare County,2024-09-30,353438.7504924913
Solano County,2024-09-30,604937.5992918425
Santa Barbara County,2024-09-30,1053745.773877317
Monterey County,2024-09-30,883189.5032372345
Placer County,2024-09-30,704909.6523130651
San Luis Obispo County,2024-09-30,916007.67644709
Merced County,2024-09-30,427617.7080514009
Santa Cruz County,2024-09-30,1198672.9589253769
Marin County,2024-09-30,1646117.9142996147
Butte County,2024-09-30,402617.1721010486
Yolo County,2024-09-30,643151.9627473429
El Dorado County,2024-09-30,665806.6133451484
Shasta County,2024-09-30,377649.1065483457
Imperial County,2024-09-30,345370.4036308416
Madera County,2024-09-30,413036.5422438835
Kings County,2024-09-30,349651.8950319968
Napa County,2024-09-30,955987.0574837131
Humboldt County,2024-09-30,460208.770521178
Nevada County,2024-09-30,625689.63175531
Sutter County,2024-09-30,446143.3165574055
Mendocino County,2024-09-30,532021.462968782
Yuba County,2024-09-30,431166.9316000757
Lake County,2024-09-30,322199.7611034438
Tehama County,2024-09-30,316440.8863885323
San Benito County,2024-09-30,784208.7779496205
Tuolumne County,2024-09-30,404576.3733855508
Calaveras County,2024-09-30,455828.6137515704
Siskiyou County,2024-09-30,293941.5362573354
Amador County,2024-09-30,435172.763209754
Lassen County,2024-09-30,230390.36109320383
Glenn County,2024-09-30,344741.7325537857
Del Norte County,2024-09-30,365726.91801818926
Colusa County,2024-09-30,371931.1888701972
Plumas County,2024-09-30,372796.8728047369
Inyo County,2024-09-30,502770.93703346624
Mariposa County,2024-09-30,410764.6909975339
Trinity County,2024-09-30,279529.3377026495
Mono County,2024-09-30,827053.077475987
Modoc County,2024-09-30,180269.76789557276
Sierra County,2024-09-30,320616.4453603453
Alpine County,2024-09-30,576838.7656120557
Los Angeles County,2024-10-31,942969.1336091544
San Diego County,2024-10-31,1028947.8020893848
Orange County,2024-10-31,1272940.5278392993
Riverside County,2024-10-31,636496.6666584375
San Bernardino County,2024-10-31,563565.4921085191
Santa Clara County,2024-10-31,1848798.2973947744
Alameda County,2024-10-31,1238027.026789341
Sacramento County,2024-10-31,556853.0078285196
Contra Costa County,2024-10-31,873848.2110364897
Fresno County,2024-10-31,411609.2684885121
Kern County,2024-10-31,363156.09188088286
San Francisco County,2024-10-31,1432888.7143404605
Ventura County,2024-10-31,932860.9591707936
San Joaquin County,2024-10-31,563456.8617341826
San Mateo County,2024-10-31,1717839.1980897065
Stanislaus County,2024-10-31,473352.3205004775
Sonoma County,2024-10-31,849000.9300144954
Tulare County,2024-10-31,354240.1144658614
Solano County,2024-10-31,604309.6295925077
Santa Barbara County,2024-10-31,1053360.5065893545
Monterey County,2024-10-31,882874.0103303784
Placer County,2024-10-31,705434.3598233196
San Luis Obispo County,2024-10-31,915474.0437085916
Merced County,2024-10-31,427801.1070431258
Santa Cruz County,2024-10-31,1195600.0114838686
Marin County,2024-10-31,1641400.788812887
Butte County,2024-10-31,402466.38790779136
Yolo County,2024-10-31,643406.0555164986
El Dorado County,2024-10-31,665795.5768495919
Shasta County,2024-10-31,378178.5242017924
Imperial County,2024-10-31,346860.5117690897
Madera County,2024-10-31,413939.41650574905
Kings County,2024-10-31,350549.09784902754
Napa County,2024-10-31,951888.9174980172
Humboldt County,2024-10-31,458653.3630231998
Nevada County,2024-10-31,625588.6673996059
Sutter County,2024-10-31,445997.2289174847
Mendocino County,2024-10-31,531602.7495367686
Yuba County,2024-10-31,431453.45204544
Lake County,2024-10-31,321543.47430899605
Tehama County,2024-10-31,315859.8803595912
San Benito County,2024-10-31,784150.089522987
Tuolumne County,2024-10-31,405001.9129712693
Calaveras County,2024-10-31,456490.1412890109
Siskiyou County,2024-10-31,293538.9834360701
Amador County,2024-10-31,434167.8550056662
Lassen County,2024-10-31,230053.4986045646
Glenn County,2024-10-31,345588.4207122046
Del Norte County,2024-10-31,368118.0087287388
Colusa County,2024-10-31,373012.59622936446
Plumas County,2024-10-31,372693.9305008945
Inyo County,2024-10-31,504483.8843884391
Mariposa County,2024-10-31,408036.1224665886
Trinity County,2024-10-31,277926.54429691524
Mono County,2024-10-31,826546.6393137792
Modoc County,2024-10-31,180482.34368934567
Sierra County,2024-10-31,320183.8315010583
Alpine County,2024-10-31,580949.5150617211
Los Angeles County,2024-11-30,947682.8118161958
San Diego County,2024-11-30,1029243.0208972323
Orange County,2024-11-30,1280535.5545660192
Riverside County,2024-11-30,637323.1917042391
San Bernardino County,2024-11-30,565982.7116529238
Santa Clara County,2024-11-30,1865113.6006532256
Alameda County,2024-11-30,1236734.43717038
Sacramento County,2024-11-30,557345.7254433075
Contra Costa County,2024-11-30,873228.3732190196
Fresno County,2024-11-30,412279.1993974826
Kern County,2024-11-30,364240.1293534168
San Francisco County,2024-11-30,1433230.5331744496
Ventura County,2024-11-30,932390.0529233128
San Joaquin County,2024-11-30,564249.4035523554
San Mateo County,2024-11-30,1723302.16559218
Stanislaus County,2024-11-30,474185.9687244284
Sonoma County,2024-11-30,848697.042235351
Tulare County,2024-11-30,355326.40336489555
Solano County,2024-11-30,604949.6788004186
Santa Barbara County,2024-11-30,1052224.0295092077
Monterey County,2024-11-30,883472.2342187009
Placer County,2024-11-30,706949.8275173813
San Luis Obispo County,2024-11-30,916610.2247911408
Merced County,2024-11-30,427948.6991370243
Santa Cruz County,2024-11-30,1191823.0973179478
Marin County,2024-11-30,1636661.172771935
Butte County,2024-11-30,402652.97167401545
Yolo County,2024-11-30,644148.3082518261
El Dorado County,2024-11-30,666428.2426377987
Shasta County,2024-11-30,378462.3105560837
Imperial County,2024-11-30,348913.736103757
Madera County,2024-11-30,415178.7514645664
Kings County,2024-11-30,351847.63850265223
Napa County,2024-11-30,948621.8040432028
Humboldt County,2024-11-30,456266.4944507634
Nevada County,2024-11-30,625616.3545709238
Sutter County,2024-11-30,445919.0033038429
Mendocino County,2024-11-30,528313.3528304918
Yuba County,2024-11-30,432229.7809933229
Lake County,2024-11-30,320588.88677170925
Tehama County,2024-11-30,315894.5844065401
San Benito County,2024-11-30,784904.6775712548
Tuolumne County,2024-11-30,405305.7143338608
Calaveras County,2024-11-30,456763.83389293536
Siskiyou County,2024-11-30,292633.08603637776
Amador County,2024-11-30,433321.7195411956
